"cluster_id_entity","usample","channel","depth_top_cm","depth_mid_cm","depth_bot_cm","thick_cm","age_mid_cal_yr_bp","age_top_cal_yr_bp","age_bot_cal_yr_bp","age_source","NAME","ELEMENT","size_min_um","size_max_um","size_min_open","size_max_open","UNITS","CONTEXT","context_source","TAPHONOMY","GROUP","value","value_orig","value_conversion","value_source_column","sample_quantity_value","sample_quantity_ELEMENT","sample_quantity_UNITS","data_source","data_entity","original_fire_proxy","original_meas_type","original_meas_detail","original_meas_method","original_proxy_class","original_quant_units","original_quant_units_raw","parsed_size_token","parsed_unit_token","depth_source","depth_repair_method","n_db_contrib","db_contrib","vocab_flags","entity_name","lat_dd_north","lon_dd_east","elev_m","hemisphere","country_entity","location_desc","depo_context","cluster_id","pubtypeid","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url_pub","city","state","country","originallanguage","notes_pub","pub_source","cluster_id_contact","contactname","contactstatusid","familyname","leadinginitials","givennames","suffix","title","phone","fax","email","url","address","notes","contact_source","cluster_id_geo","db_geo","source_entity","date_id","depth_cm_geo","depth_orig_geo","depth_unit_geo","thick_cm_geo","date_type","material","age_14C","error","cal_age_geo","cal_curve","lab_number","included","exclude_reason","notes_geo","datasetname","controlled_units","controlled_element","X","X.1","X.2","age_geo","chroncontrol_limityounger","chroncontrol_limitolder","chroncontrol_age","chroncontrol_depth","chroncontrol_thickness","chroncontrol_comments","chronology_notes_full","controlled_dep","neotoma_geochrontype","neotoma_chroncontroltypes","ageboundyounger","ageboundolder","agetype","datasettype","datasetnotes_full","samplenotes_full"
"1630",0,"charcoal | >125um num",0,0.25,0.5,0.5,-60.85,-62,-59.7,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",0,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",1,"charcoal | >125um num",0.5,0.75,1,0.5,-57.95,-59.7,-56.2,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",0,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",2,"charcoal | >125um num",1,1.25,1.5,0.5,-52.85,-56.2,-49.5,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",0,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",3,"charcoal | >125um num",1.5,1.75,2,0.5,-43.15,-49.5,-36.8,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",0,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",4,"charcoal | >125um num",2,2.25,2.5,0.5,-28.65,-36.8,-20.5,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",0,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",5,"charcoal | >125um num",2.5,2.75,3,0.5,112,-20.5,244.5,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",3,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",6,"charcoal | >125um num",3,3.25,3.5,0.5,371.25,244.5,498,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",3,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",7,"charcoal | >125um num",3.5,3.75,4,0.5,624.45,498,750.9,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",4,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",8,"charcoal | >125um num",4,4.25,4.5,0.5,876.8,750.9,1002.7,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",0,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
"1630",9,"charcoal | >125um num",4.5,4.75,5,0.5,1127.95,1002.7,1253.2,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",2,NA,NA,"quant_raw",2,"volume","cm^3","IMPDv1","IMPD_19541","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Tungak Lake",61.4272,-164.200617,25,"north",NA,NA,"sedlac",1630,0,NA,"Chipman, Melissa L.; Hudspith, Vicky; Higuera, Philip E.; Duffy, Paul A.; Kelly, Ryan, Oswald, Wyatt W.; Hu, Feng Sheng. Tungak Lake. NOAA/WDS Paleoclimatology IMPD study 19541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/19541",NA,NA,NA,NA,"noaa_study_id=19541; original pub in IMPD datafile header","IMPDv1:IMPD_19541",1630,"Chipman, Melissa L.",1,"Chipman",NA,"Melissa L.",NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_19541",1630,"IMPDv1","IMPD_19541",NA,4.5,4.5,"cm",NA,"Radiocarbon",NA,70,3430,3499,NA,"n/a",TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Tungak Lake_SIEVED","counted","125-NaN",NA,NA,"",70,-3360,3500,70,4.5,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Carbon-14","Radiocarbon",-60.85,35401.35,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1 #charcoal_recommendedformat","Sample Age Source: IMPDv1"
