"cluster_id_entity","usample","channel","depth_top_cm","depth_mid_cm","depth_bot_cm","thick_cm","age_mid_cal_yr_bp","age_top_cal_yr_bp","age_bot_cal_yr_bp","age_source","NAME","ELEMENT","size_min_um","size_max_um","size_min_open","size_max_open","UNITS","CONTEXT","context_source","TAPHONOMY","GROUP","value","value_orig","value_conversion","value_source_column","sample_quantity_value","sample_quantity_ELEMENT","sample_quantity_UNITS","data_source","data_entity","original_fire_proxy","original_meas_type","original_meas_detail","original_meas_method","original_proxy_class","original_quant_units","original_quant_units_raw","parsed_size_token","parsed_unit_token","depth_source","depth_repair_method","n_db_contrib","db_contrib","vocab_flags","entity_name","lat_dd_north","lon_dd_east","elev_m","hemisphere","country_entity","location_desc","depo_context","cluster_id","pubtypeid","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url_pub","city","state","country","originallanguage","notes_pub","pub_source","cluster_id_contact","contactname","contactstatusid","familyname","leadinginitials","givennames","suffix","title","phone","fax","email","url","address","notes","contact_source","cluster_id_geo","db_geo","source_entity","date_id","depth_cm_geo","depth_orig_geo","depth_unit_geo","thick_cm_geo","date_type","material","age_14C","error","cal_age_geo","cal_curve","lab_number","included","exclude_reason","notes_geo","datasetname","controlled_units","controlled_element","X","X.1","X.2","age_geo","chroncontrol_limityounger","chroncontrol_limitolder","chroncontrol_age","chroncontrol_depth","chroncontrol_thickness","chroncontrol_comments","chronology_notes_full","controlled_dep","neotoma_geochrontype","neotoma_chroncontroltypes","ageboundyounger","ageboundolder","agetype","datasettype","datasetnotes_full","samplenotes_full"
"1727",0,"charcoal | num cm-2 yr-1",0,0.5,1,1,-54,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",0,NA,NA,"quant_influx",1,"volume","cm^3","RPDv1b",1706,"charcoal","count","unspec","wet_sieve","particle","num cm-2 yr-1",NA,"no_size","num cm-2 yr-1","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_SIEVED",NA,NA,NA,NA,NA,0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",1,"charcoal | num cm-2 yr-1",1,1.5,2,1,-53,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",2,NA,NA,"quant_influx",1,"volume","cm^3","RPDv1b",1706,"charcoal","count","unspec","wet_sieve","particle","num cm-2 yr-1",NA,"no_size","num cm-2 yr-1","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_SIEVED",NA,NA,NA,NA,NA,0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",2,"charcoal | <125um num",2,2.5,3,1,-52,NA,NA,"RPDv1b","Charcoal (sum)","<125 µm",NA,125,"True","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",272,NA,NA,"quant_raw",1,"volume","cm^3","RPDv1b",1707,"charcoal","count","microchar","pollen_slide","particle","<125um num",NA,"<125um","num","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_POLLENSLIDE","counted","NaN-125",NA,NA,"",0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",2,"charcoal | num cm-2 yr-1",2,2.5,3,1,-52,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",2,NA,NA,"quant_influx",1,"volume","cm^3","RPDv1b",1706,"charcoal","count","unspec","wet_sieve","particle","num cm-2 yr-1",NA,"no_size","num cm-2 yr-1","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_SIEVED",NA,NA,NA,NA,NA,0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",3,"charcoal | num cm-2 yr-1",3,3.5,4,1,-51,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",2,NA,NA,"quant_influx",1,"volume","cm^3","RPDv1b",1706,"charcoal","count","unspec","wet_sieve","particle","num cm-2 yr-1",NA,"no_size","num cm-2 yr-1","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_SIEVED",NA,NA,NA,NA,NA,0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",4,"charcoal | <125um num",4,4.5,5,1,-49,NA,NA,"RPDv1b","Charcoal (sum)","<125 µm",NA,125,"True","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",71,NA,NA,"quant_raw",1,"volume","cm^3","RPDv1b",1707,"charcoal","count","microchar","pollen_slide","particle","<125um num",NA,"<125um","num","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_POLLENSLIDE","counted","NaN-125",NA,NA,"",0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",4,"charcoal | num cm-2 yr-1",4,4.5,5,1,-49,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",3,NA,NA,"quant_influx",1,"volume","cm^3","RPDv1b",1706,"charcoal","count","unspec","wet_sieve","particle","num cm-2 yr-1",NA,"no_size","num cm-2 yr-1","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_SIEVED",NA,NA,NA,NA,NA,0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",5,"charcoal | num cm-2 yr-1",5,5.5,6,1,-46,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",4,NA,NA,"quant_influx",1,"volume","cm^3","RPDv1b",1706,"charcoal","count","unspec","wet_sieve","particle","num cm-2 yr-1",NA,"no_size","num cm-2 yr-1","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_SIEVED",NA,NA,NA,NA,NA,0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",6,"charcoal | num cm-2 yr-1",6,6.5,7,1,-44,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",2,NA,NA,"quant_influx",1,"volume","cm^3","RPDv1b",1706,"charcoal","count","unspec","wet_sieve","particle","num cm-2 yr-1",NA,"no_size","num cm-2 yr-1","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_SIEVED",NA,NA,NA,NA,NA,0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
"1727",7,"charcoal | num cm-2 yr-1",7,7.5,8,1,-42,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",1,NA,NA,"quant_influx",1,"volume","cm^3","RPDv1b",1706,"charcoal","count","unspec","wet_sieve","particle","num cm-2 yr-1",NA,"no_size","num cm-2 yr-1","RPDv1b","measured",1,"RPDv1b",NA,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"north",NA,NA,"sedswamp",1727,1,2016,"López-Sáez, J.A., Alba-Sánchez, F., Robles-López, S., Pérez-Dı́az, S., Abel-Schaad, D., Sabariego-Ruiz, S., Glais, A., 2016. Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain. Journal of Mountain Science 13, 1139–1153.","Exploring seven hundred years of transhumance, climate dynamic, fire and human activity through a historical mountain pass in central Spain","Journal of Mountain Science",13,NA,"1139-1153",NA,"10.1007/s11629-016-3885-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706|RPDv1b:1707",1727,"López-Sáez, J.A.",1,"López-Sáez","J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:1706",1727,"RPDv1b",1706,13757,20,0.2,"m",NA,"AMS","bulk sediment, peat",NA,NA,0,NA,"Ua-19516",TRUE,NA,"-888888 Date is calibrated.","Puerto del Pico core_macro_SIEVED",NA,NA,NA,NA,NA,0,NA,NA,0,20,NA,"-888888 Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","Carbon-14","Radiocarbon",-54,566,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b","Sample Age Source: RPDv1b"
